Deposit Date,1st receipt#,last receipt#, total deposit ,# receipts,VOID,Number of Visitors,Inspection Stops,Inspection Requests
7/23/2018,201801603,201801630,"$33,457.42 ",28,,54,46,119
7/24/2018,201801632,201801657,"$23,752.19 ",26,,46,55,137
7/25/2018,201801658,201801684,"$35,523.63 ",27,,60,79,207
7/26/2018,201801685,201801720,"$38,493.90 ",36,,26,48,148
7/27/2018,201801721,201801721,$455.47 ,1,,0,63,179
7/30/2018,201801722,201801765,"$56,069.92 ",44,,72,44,135
7/31/2018,201801766,201801811,"$24,787.42 ",46,,57,63,164
8/1/2018,201801812,201801842,"$292,057.81 ",31,,50,68,192
8/2/2018,201801843,201801861,"$22,927.22 ",19,,60,65,213
8/3/2018,201801862,201801883,"$8,871.31 ",22,,0,56,153
8/6/2018,201801884,201801945,"$86,053.39 ",62,,60,51,116
8/7/2018,201801946,201801988,"$32,580.02 ",43,,54,52,111
8/8/2018,201801989,201802007,"$15,646.66 ",19,,47,59,149
8/9/2018,201802008,201802049,"$80,738.52 ",42,,65,53,127
8/10/2018,201802050,201802072,"$12,034.85 ",23,,0,65,141
8/13/2018,201802073,201802109,"$77,959.92 ",37,,54,35,89
8/14/2018,201802110,201802141,"$51,086.42 ",32,,34,49,124
8/15/2018,201802142,201802168,"$24,747.95 ",27,,49,55,142
8/16/2018,201802169,201802218,"$333,027.69 ",50,,58,60,193
8/17/2018,201802219,201802220,$715.68 ,2,,0,44,152
8/20/2018,201802221,201802268,"$41,914.06 ",48,,44,54,133
8/21/2018,201802269,201802294,"$67,781.24 ",26,,42,65,184
8/22/2018,201802295,201802324,"$994,508.55 ",30,,54,61,169
8/23/2018,201802325,201802362,"$25,423.85 ",38,,52,64,187
8/24/2018,201802363,201802391,"$12,329.32 ",29,,0,59,182
8/27/2018,201802392,201802434,"$259,920.69 ",43,,64,41,108
8/28/2018,201802435,201802476,"$54,482.97 ",42,,50,56,153
8/29/2018,201802477,201802510,"$36,568.70 ",34,,35,56,160
8/30/2018,201802511,201802549,"$330,626.51 ",39,,48,57,175
8/31/2018,201802550,201802578,"$18,461.28 ",29,,0,62,183
9/4/2018,201802579,201802612,"$89,715.72 ",34,,59,46,121
9/5/2018,201802613,201802645,"$39,593.80 ",33,,47,59,161
9/6/2018,201802646,201802683,"$37,379.64 ",38,,48,81,223
9/7/2018,201802684,201802717,"$5,268.52 ",34,,0,64,190
9/10/2018,201802718,201802760,"$38,480.96 ",43,,71,59,160
9/11/2018,201802761,201802806,"$93,690.77 ",46,,55,40,111
9/12/2018,201802807,201802829,"$22,117.47 ",23,,46,57,141
9/13/2018,201802830,201802855,"$31,059.82 ",26,,43,59,141
9/14/2018,201802856,201802867,"$8,842.21 ",12,,0,56,142
9/17/2018,201802868,201802930,"$36,853.76 ",63,,56,53,146
9/18/2018,201802931,201802968,"$43,314.37 ",38,,48,59,163
9/19/2018,201802969,201803003,"$18,617.18 ",35,,46,47,141
9/20/2018,201803004,201803034,"$27,698.33 ",31,,35,68,215
9/21/2018,201803035,201803041,"$1,839.60 ",7,,0,63,174
9/24/2018,201803042,201803075,"$56,995.31 ",34,,69,47,147
9/25/2018,201803076,201803109,"$41,879.69 ",34,,47,63,186
9/26/2018,201803110,201803156,"$101,605.68 ",47,,51,57,164
9/27/2018,201803157,201803194,"$676,123.21 ",38,,53,60,147
9/28/2018,201803195,201803212,"$3,076.41 ",18,,0,68,182
10/1/2018,201803213,201803252,"$45,677.92 ",40,,52,52,143
10/2/2018,201803253,201803286,"$34,885.30 ",34,,63,66,171
10/3/2018,201803287,201803314,"$52,368.64 ",28,,45,73,207
10/4/2018,201803315,201803345,"$20,878.79 ",31,,47,61,173
10/5/2018,201803346,201803348,$936.59 ,3,,0,52,146
10/8/2018,201803349,201803396,"$43,597.90 ",48,,51,29,83
10/9/2018,201803397,201803421,"$30,063.31 ",25,,60,60,143
10/10/2018,201803422,201803469,"$68,681.52 ",48,,57,82,232
10/11/2018,201803470,201803500,"$23,360.60 ",31,,55,77,204
10/12/2018,201803501,201803510,"$2,786.63 ",10,,0,68,185
10/15/2018,201803511,201803549,"$22,574.05 ",39,,68,35,79
10/16/2018,201803550,201803592,"$30,836.49 ",43,,47,62,182
10/17/2018,201803593,201803629,"$108,540.30 ",37,,45,53,143
10/18/2018,201803630,201803666,"$36,707.80 ",37,,49,54,148
10/19/2018,201803367,201803368,"$1,988.12 ",2,,0,63,154
10/22/2018,201803669,201803717,"$37,551.63 ",49,,53,33,76
10/23/2018,201803718,201803751,"$51,986.31 ",34,,54,70,158
10/24/2018,201803752,201803801,"$668,760.43 ",50,,57,46,128
10/25/2018,201803802,201803844,"$36,618.73 ",43,,51,69,190
10/26/2018,201803845,201803853,"$19,616.75 ",9,,0,61,166
10/29/2018,201803854,201803897,"$39,296.87 ",44,,65,54,152
10/30/2018,201803898,201803929,"$39,032.45 ",32,,49,87,224
10/31/2018,201803930,201803953,"$36,496.28 ",24,,60,56,159
11/1/2018,201803955,201803992,"$35,945.71 ",38,,29,62,164
11/2/2018,201803993,201803994,$283.62 ,2,,0,55,120
11/5/2018,201803995,201804032,"$104,069.88 ",38,,58,37,103
11/6/2018,201804033,201804080,"$84,022.59 ",48,,55,63,177
11/7/2018,201804081,201804111,"$67,976.24 ",31,,,,
11/8/2018,201804112,201804145,"$30,466.89 ",34,,,,
11/9/2018,201804146,201804150,$611.31 ,5,,0,,
11/13/2018,201804151,201804183,"$125,174.15 ",33,,,,
11/14/2018,,,,1,,,,
11/15/2018,201804221,201804255,"$29,047.06 ",35,,,,
11/16/2018,201804256,201804262,"$22,870.98 ",7,,,,
11/19/2018,201804264,201804297,"$40,715.18 ",34,,,,
11/20/2018,201804298,201804332,"$56,371.88 ",35,,,,
11/21/2018,201804333,201804350,"$9,553.31 ",18,,,,
11/26/2018,201804351,201804375,"$14,931.92 ",25,,,35,82
11/27/2018,,,,1,,,,
11/28/2018,201804395,201804431,"$112,637.37 ",37,,,,
11/29/2018,201804432,201804463,"$32,982.12 ",32,,,,
11/30/2018,201804464,201804476,"$5,151.92 ",13,,,,
12/3/2018,201804477,201804501,"$54,431.21 ",25,,,34,79
12/4/2018,201804500,201804522,"$31,462.92 ",23,,,,
12/5/2018,201804523,201804565,"$64,333.85 ",43,,,,
12/6/2018,201804566,201804599,"$39,529.25 ",34,,,,
12/7/2018,201804600,201804601,$80.00 ,2,,,,
12/10/2018,201804602,201804629,"$32,435.63 ",28,,,,
12/11/2018,201804630,201804667,"$35,660.23 ",38,,,50,121
12/12/2018,201804668,201804694,"$46,173.59 ",27,,,,
12/13/2018,,,,1,,,,
12/14/2018,201804722,201804735,"$2,855.26 ",14,,,,
12/15/2018,,,,1,,,,
12/16/2018,,,,1,,,,
12/17/2018,201804736,201804754,"$21,853.68 ",19,,,,
12/18/2018,201804755,201804791,"$78,147.50 ",37,,,,
12/19/2018,201804792,201804829,"$34,350.74 ",38,,,,
12/20/2018,201804830,201804861,"$25,743.48 ",32,,,,
12/21/2018,201804862,201804863,$257.78 ,2,,,,
12/24/2018,HOLIDAY,,,#VALUE!,,,,
12/25/2018,HOLIDAY,,,#VALUE!,,,,
12/26/2018,HOLIDAY,,,#VALUE!,,,,
12/27/2018,HOLIDAY,,,#VALUE!,,,,
12/28/2018,HOLIDAY,,,#VALUE!,,,,
1/2/2019,201900001,201900035,"$21,776.25 ",35,,,,
1/3/2019,201900036,201900066,"$24,179.61 ",31,,,,
1/4/2019,201900067,201900114,"$64,789.72 ",48,,,,
1/7/2019,201900115,201900144,"$25,713.88 ",30,,,,
1/8/2019,201900145,201900173,"$51,840.74 ",29,,,,
1/9/2019,201900174,201900229,"$87,579.08 ",56,,,,
1/10/2019,201900230,201900256,"$183,349.92 ",27,,,,
1/11/2019,201900257,201900267,"$28,119.05 ",11,,,,
1/14/2019,201900268,201900304,"$46,154.58 ",37,,,,
1/15/2019,201900305,201900333,"$13,185.22 ",29,,,,
1/16/2019,,,,1,,,,
1/17/2019,201900362,201900399,"$29,973.86 ",38,,,,
1/18/2019,201900400,201900404,"$4,704.54 ",5,,,,
1/21/2019,HOLIDAY,,,#VALUE!,,,,
1/22/2019,201900405,201900449,"$85,313.91 ",45,,,,
1/23/2019,201900468,201900505,"$41,337.64 ",38,,,,
1/24/2019,201900506,201900536,"$57,078.42 ",31,,,,
1/25/2019,201900537,201900543,$946.05 ,7,,,,
1/28/2019,201900544,201900573,"$30,908.20 ",30,,,,
1/29/2019,201900574,201900593,"$20,488.15 ",20,,,,
1/30/2019,201900594,201900623,"$46,431.00 ",30,,,,
1/31/2019,201900624,201900657,"$73,831.00 ",34,,,,
2/1/2019,201900658,201900660,"$1,382.00 ",3,,,,
2/4/2019,201900661,201900690,"$57,954.69 ",30,,,,
2/5/2019,201900691,201900724,"$51,452.30 ",34,,,,
2/6/2019,201900725,201900760,"$27,199.07 ",36,,,,
2/7/2019,201900761,201900808,"$69,306.47 ",48,,,,
2/8/2019,201900810,201900818,"$16,997.86 ",9,,,,
2/11/2019,201900819,201900855,"$137,505.12 ",37,,,,
2/12/2019,201900856,201900882,"$14,013.62 ",27,,,,
2/13/2019,201900883,201900909,"$36,775.85 ",27,,,,
2/14/2019,201900910,201900930,"$19,160.86 ",21,,,,
2/15/2019,201900931,201900937,"$3,388.95 ",7,,,,
2/18/2019,HOLIDAY,,,#VALUE!,,,,
2/19/2019,201900938,201900961,"$17,370.26 ",24,,,,
2/20/2019,201900962,201901010,"$51,650.11 ",49,,,,
2/21/2019,201901011,201901035,"$22,960.17 ",25,,,,
2/22/2019,,,,1,,,,
2/23/2019,,,,1,,,,
2/24/2019,,,,1,,,,
2/25/2019,201901036,201901060,"$87,169.64 ",25,,,,
2/26/2019,201901061,201901104,"$77,086.20 ",44,,,,
2/27/2019,201901105,201901137,"$161,976.68 ",33,,,,
2/28/2019,201901138,201901175,"$63,007.65 ",38,,,,
3/1/2019,,,,1,,,,
3/2/2019,,,,1,,,,
3/3/2019,,,,1,,,,

