,date,first_receipt,last_receipt,total_deposit,n_receipts,n_void,n_visitors,inspection_stops,inspection_requests
1599,2017-05-15,310094.0,310186.0,47113.7,93.0,0.0,42.0,33.0,85
1600,2017-05-16,310188.0,310282.0,87337.89,95.0,0.0,50.0,58.0,125
1601,2017-05-17,310284.0,310328.0,45531.05,45.0,0.0,43.0,57.0,122
1602,2017-05-18,310330.0,310370.0,17811.37,41.0,0.0,58.0,55.0,122
1603,2017-05-19,310372.0,310394.0,15712.85,23.0,0.0,0.0,51.0,130
1604,2017-05-22,310396.0,310470.0,39079.74,75.0,0.0,64.0,37.0,101
1605,2017-05-23,310472.0,310536.0,42786.96,65.0,0.0,39.0,54.0,147
1606,2017-05-24,310538.0,310596.0,32316.72,59.0,0.0,61.0,56.0,143
1607,2017-05-25,310598.0,310660.0,32257.97,63.0,0.0,47.0,52.0,111
1608,2017-05-26,310662.0,310674.0,9059.18,13.0,0.0,0.0,43.0,82
1609,2017-05-29,,,,,0.0,,,
1610,2017-05-30,310676.0,310730.0,177881.05,55.0,0.0,62.0,37.0,65
1611,2017-05-31,310732.0,310784.0,25404.0,53.0,0.0,47.0,49.0,124
1612,2017-06-01,310786.0,310854.0,44974.47,69.0,0.0,62.0,50.0,113
1613,2017-06-02,310856.0,310884.0,6539.53,29.0,0.0,0.0,44.0,107
1614,2017-06-05,310886.0,310986.0,51054.35,101.0,0.0,75.0,31.0,56
1615,2017-06-06,310990.0,311066.0,167612.89,77.0,0.0,64.0,50.0,106
1616,2017-06-07,311068.0,311122.0,25288.44,55.0,0.0,58.0,52.0,129
1617,2017-06-08,311126.0,311178.0,24670.38,53.0,0.0,64.0,57.0,117
1618,2017-06-09,311180.0,311216.0,17764.48,37.0,0.0,0.0,38.0,89
1619,2017-06-12,311218.0,311272.0,29250.86,55.0,0.0,57.0,39.0,87
1620,2017-06-13,311274.0,311334.0,23103.55,61.0,0.0,43.0,48.0,81
1621,2017-06-14,311336.0,311382.0,30765.54,47.0,0.0,57.0,46.0,98
1622,2017-06-15,311384.0,311424.0,37385.94,41.0,0.0,45.0,52.0,125
1623,2017-06-16,311426.0,311448.0,33915.88,23.0,0.0,0.0,26.0,61
1624,2017-06-19,311450.0,311498.0,30516.41,49.0,0.0,50.0,25.0,78
1625,2017-06-20,311502.0,311550.0,23406.78,49.0,0.0,45.0,48.0,103
1626,2017-06-21,311552.0,311600.0,26139.92,49.0,0.0,49.0,62.0,153
1627,2017-06-22,311602.0,311698.0,74742.33,97.0,0.0,55.0,49.0,114
1628,2017-06-23,311700.0,311700.0,85.0,1.0,0.0,0.0,44.0,83
1629,2017-06-26,311702.0,311782.0,19454.15,81.0,0.0,39.0,30.0,59
1630,2017-06-27,311784.0,311860.0,58119.46,77.0,0.0,48.0,56.0,156
1631,2017-06-28,311862.0,311936.0,37645.52,75.0,0.0,61.0,49.0,106
1632,2017-06-29,311938.0,311990.0,27351.28,53.0,0.0,,39.0,81
1633,2017-06-30,311992.0,311992.0,32.5,1.0,0.0,0.0,52.0,118
1634,2017-07-03,311994.0,312060.0,33643.08,67.0,0.0,47.0,25.0,56
1635,2017-07-04,,,,,0.0,,,
1636,2017-07-05,312062.0,312134.0,35252.7,73.0,0.0,55.0,30.0,66
1637,2017-07-06,312136.0,312216.0,121843.5,81.0,0.0,42.0,42.0,111
1638,2017-07-07,312218.0,312230.0,1168.26,13.0,0.0,0.0,50.0,141
1639,2017-07-10,312232.0,312286.0,166289.66,55.0,0.0,70.0,35.0,86
1640,2017-07-11,312288.0,312346.0,40419.43,59.0,0.0,55.0,44.0,106
1641,2017-07-12,312348.0,312402.0,123931.07,55.0,0.0,68.0,41.0,93
1642,2017-07-13,312404.0,312456.0,24541.76,53.0,0.0,53.0,72.0,165
1643,2017-07-14,312458.0,312474.0,12150.94,17.0,0.0,0.0,41.0,93
1644,2017-07-17,312476.0,312548.0,63245.96,73.0,0.0,63.0,33.0,70
1645,2017-07-18,312550.0,312604.0,56856.14,55.0,0.0,52.0,25.0,47
1646,2017-07-19,312606.0,312654.0,7083.21,49.0,0.0,41.0,60.0,141
1647,2017-07-20,312656.0,312716.0,44614.14,61.0,0.0,52.0,41.0,105
1648,2017-07-21,312718.0,312768.0,21686.55,51.0,0.0,0.0,61.0,142
1649,2017-07-24,312770.0,312830.0,34262.8,61.0,0.0,59.0,38.0,88
1650,2017-07-25,312832.0,312900.0,772732.71,69.0,0.0,64.0,40.0,110
1651,2017-07-26,312902.0,312958.0,19321.64,57.0,0.0,45.0,39.0,83
1652,2017-07-27,312960.0,313006.0,28074.02,47.0,0.0,58.0,25.0,61
1653,2017-07-28,0.0,0.0,0.0,1.0,0.0,0.0,35.0,81
1654,2017-07-31,313008.0,313074.0,29894.5,67.0,0.0,61.0,38.0,96
1655,2017-08-01,313076.0,313140.0,25064.04,65.0,0.0,42.0,34.0,77
1656,2017-08-02,313142.0,313220.0,46692.92,79.0,0.0,56.0,48.0,131
1657,2017-08-03,313222.0,313278.0,64833.85,57.0,0.0,56.0,43.0,113
1658,2017-08-04,313280.0,313360.0,15663.86,81.0,0.0,0.0,53.0,132
1659,2017-08-07,313362.0,313432.0,96476.22,71.0,0.0,57.0,37.0,74
1660,2017-08-08,313434.0,313502.0,16425.83,69.0,0.0,50.0,48.0,130
1661,2017-08-09,313504.0,313582.0,54474.67,79.0,0.0,58.0,50.0,117
1662,2017-08-10,313584.0,313650.0,23532.55,67.0,0.0,49.0,43.0,106
1663,2017-08-11,313652.0,313732.0,6493.5,81.0,0.0,0.0,61.0,136
1664,2017-08-14,313734.0,313818.0,49406.83,85.0,0.0,78.0,27.0,61
1665,2017-08-15,313820.0,313882.0,39556.52,63.0,0.0,57.0,45.0,97
1666,2017-08-16,313884.0,313960.0,38751.95,77.0,0.0,50.0,39.0,97
1667,2017-08-17,313962.0,314044.0,71785.13,83.0,0.0,57.0,49.0,108
1668,2017-08-18,314046.0,314054.0,1363.75,9.0,0.0,0.0,59.0,127
1669,2017-08-21,314056.0,314106.0,44513.81,51.0,0.0,54.0,29.0,65
1670,2017-08-22,314108.0,314200.0,62441.94,93.0,0.0,57.0,57.0,145
1671,2017-08-23,314202.0,314244.0,42140.96,43.0,0.0,43.0,51.0,103
1672,2017-08-24,314246.0,314316.0,24438.45,71.0,0.0,60.0,36.0,92
1673,2017-08-25,314318.0,314318.0,3965.43,1.0,0.0,0.0,49.0,136
1674,2017-08-28,314320.0,314364.0,64561.65,45.0,0.0,63.0,34.0,94
1675,2017-08-29,314366.0,314420.0,63619.95,55.0,0.0,52.0,52.0,122
1676,2017-08-30,314422.0,314472.0,31721.26,51.0,0.0,44.0,70.0,141
1677,2017-08-31,314474.0,314568.0,1173628.09,95.0,0.0,62.0,37.0,63
1678,2017-09-01,314576.0,314632.0,10680.33,57.0,0.0,0.0,39.0,110
1679,2017-09-04,,,,,0.0,,,
1680,2017-09-05,314634.0,314712.0,59540.8,79.0,0.0,58.0,31.0,76
1681,2017-09-06,314714.0,314796.0,39848.01,83.0,0.0,54.0,62.0,132
1682,2017-09-07,314798.0,314874.0,34759.93,77.0,0.0,61.0,41.0,93
1683,2017-09-08,314876.0,314888.0,975.26,13.0,0.0,0.0,47.0,116
1684,2017-09-11,314890.0,314958.0,50392.18,69.0,0.0,77.0,34.0,73
1685,2017-09-12,314960.0,315030.0,24910.02,71.0,0.0,70.0,37.0,92
1686,2017-09-13,315032.0,315110.0,74498.38,79.0,0.0,48.0,66.0,162
1687,2017-09-14,315112.0,315244.0,70948.89,133.0,0.0,50.0,51.0,132
1688,2017-09-15,315246.0,315316.0,4267.48,71.0,0.0,0.0,59.0,126
1689,2017-09-18,315318.0,315384.0,23396.55,67.0,0.0,44.0,30.0,84
1690,2017-09-19,315386.0,315428.0,18373.21,43.0,0.0,56.0,47.0,129
1691,2017-09-20,315430.0,315484.0,24257.38,55.0,0.0,52.0,43.0,87
1692,2017-09-21,315486.0,315610.0,434074.49,125.0,0.0,57.0,43.0,97
1693,2017-09-22,315612.0,315620.0,12832.63,9.0,0.0,0.0,45.0,118
1694,2017-09-25,315622.0,315706.0,172504.67,85.0,0.0,43.0,42.0,102
1695,2017-09-26,315708.0,315762.0,57850.98,55.0,0.0,52.0,36.0,86
1696,2017-09-27,315764.0,315794.0,10023.79,31.0,0.0,47.0,39.0,86
1697,2017-09-28,315796.0,315936.0,887973.66,141.0,0.0,50.0,42.0,101
1698,2017-09-29,315938.0,315998.0,3975.66,61.0,0.0,0.0,43.0,97
1699,2017-10-02,316000.0,316092.0,31544.19,93.0,0.0,77.0,41.0,124
1700,2017-10-03,316094.0,316156.0,43543.63,63.0,0.0,55.0,50.0,113
1701,2017-10-04,316158.0,316256.0,79789.78,99.0,0.0,56.0,33.0,78
1702,2017-10-05,316258.0,316340.0,40984.77,83.0,0.0,64.0,41.0,95
1703,2017-10-06,316342.0,316370.0,22540.8,29.0,0.0,0.0,52.0,121
1704,2017-10-09,316372.0,316448.0,55188.51,77.0,0.0,51.0,29.0,75
1705,2017-10-10,316450.0,316514.0,42148.57,65.0,0.0,61.0,52.0,111
1706,2017-10-11,316516.0,316542.0,13199.14,27.0,0.0,23.0,42.0,105
1707,2017-10-12,316546.0,316634.0,101237.63,89.0,0.0,66.0,32.0,71
1708,2017-10-13,316636.0,316648.0,756.01,13.0,0.0,0.0,60.0,134
1709,2017-10-16,316650.0,316726.0,26606.11,77.0,0.0,81.0,39.0,92
1710,2017-10-17,316728.0,316840.0,47511.68,113.0,0.0,44.0,41.0,107
1711,2017-10-18,316842.0,316872.0,15261.66,31.0,0.0,35.0,55.0,130
1712,2017-10-19,316874.0,316934.0,29824.6,61.0,0.0,48.0,45.0,121
1713,2017-10-20,316936.0,316950.0,4297.83,15.0,0.0,0.0,53.0,128
1714,2017-10-23,316952.0,317046.0,24669.23,95.0,0.0,76.0,26.0,59
1715,2017-10-24,317048.0,317126.0,50295.64,79.0,0.0,45.0,43.0,104
1716,2017-10-25,317128.0,317185.0,22000.54,58.0,0.0,38.0,52.0,139
1717,2017-10-26,317187.0,317247.0,340432.13,61.0,0.0,57.0,56.0,147
1718,2017-10-27,317249.0,317269.0,5677.07,21.0,0.0,0.0,52.0,123
1719,2017-10-30,317271.0,317345.0,933249.6,75.0,0.0,65.0,29.0,64
1720,2017-10-31,317347.0,317419.0,42708.6,73.0,0.0,54.0,64.0,184
1721,2017-11-01,317421.0,317483.0,21160.54,63.0,0.0,51.0,71.0,148
1722,2017-11-02,317485.0,317567.0,72857.56,83.0,0.0,56.0,54.0,121
1723,2017-11-03,317569.0,317595.0,9598.4,27.0,0.0,0.0,38.0,106
1724,2017-11-06,317597.0,317655.0,67942.83,59.0,0.0,48.0,34.0,96
1725,2017-11-07,317657.0,317737.0,30847.45,81.0,0.0,42.0,52.0,123
1726,2017-11-08,317739.0,317795.0,36689.24,57.0,0.0,42.0,56.0,133
1727,2017-11-09,317801.0,317867.0,44510.07,67.0,0.0,55.0,46.0,103
1728,2017-11-10,,,,,0.0,,,
1729,2017-11-13,317869.0,317933.0,26069.76,65.0,0.0,40.0,45.0,86
1730,2017-11-14,317935.0,317997.0,20176.47,63.0,0.0,35.0,41.0,105
1731,2017-11-15,317999.0,318049.0,21913.09,51.0,0.0,42.0,43.0,116
1732,2017-11-16,318051.0,318145.0,58804.18,95.0,0.0,61.0,49.0,139
1733,2017-11-17,318147.0,318159.0,2079.48,13.0,0.0,0.0,46.0,113
1734,2017-11-20,318161.0,318239.0,81943.35,79.0,0.0,64.0,56.0,114
1735,2017-11-21,318241.0,318309.0,48290.7,69.0,0.0,51.0,52.0,137
1736,2017-11-22,318311.0,318339.0,29679.55,29.0,0.0,22.0,49.0,116
1737,2017-11-23,,,,,0.0,,,
1738,2017-11-24,,,,,0.0,,,
1739,2017-11-25,,,,,0.0,,,
1740,2017-11-26,,,,,0.0,,,
1741,2017-11-27,318341.0,318393.0,53689.55,53.0,0.0,36.0,26.0,44
1742,2017-11-28,318395.0,318451.0,78988.83,57.0,0.0,44.0,41.0,83
1743,2017-11-29,318453.0,318517.0,31305.24,65.0,0.0,42.0,43.0,108
1744,2017-11-30,,,,,0.0,54.0,,
1745,2017-12-01,318579.0,318589.0,2066.71,11.0,0.0,0.0,39.0,101
1746,2017-12-04,318591.0,318663.0,124530.87,73.0,0.0,67.0,44.0,104
1747,2017-12-05,318665.0,318715.0,97093.77,51.0,0.0,48.0,49.0,106
1748,2017-12-06,318717.0,318775.0,32356.4,59.0,0.0,48.0,54.0,133
1749,2017-12-07,318777.0,318823.0,18818.93,47.0,0.0,42.0,57.0,127
1750,2017-12-08,318825.0,318839.0,11097.56,15.0,0.0,0.0,40.0,96
1751,2017-12-11,318841.0,318897.0,14793.48,57.0,0.0,49.0,30.0,56
1752,2017-12-12,318899.0,318955.0,26447.41,57.0,0.0,51.0,41.0,91
1753,2017-12-13,318957.0,319027.0,35353.39,71.0,0.0,55.0,58.0,146
1754,2017-12-14,319029.0,319079.0,35649.75,51.0,0.0,36.0,53.0,121
1755,2017-12-15,319081.0,319099.0,6059.58,19.0,0.0,0.0,45.0,102
1756,2017-12-18,319101.0,319155.0,29600.33,55.0,0.0,37.0,33.0,78
1757,2017-12-19,319157.0,319225.0,44108.75,69.0,0.0,60.0,54.0,142
1758,2017-12-20,319227.0,319285.0,385202.28,59.0,0.0,42.0,47.0,115
1759,2017-12-21,319287.0,319353.0,50760.32,67.0,0.0,56.0,45.0,133
1760,2017-12-22,,,,,0.0,,,
1761,2017-12-23,,,,,0.0,,,
1762,2017-12-24,,,,,0.0,,,
1763,2017-12-25,,,,,0.0,,,
1764,2017-12-26,,,,,0.0,,,
1765,2017-12-27,,,,,0.0,,,
1766,2017-12-28,,,,,0.0,,,
1767,2017-12-29,,,,,0.0,,,
1768,2017-12-30,,,,,0.0,,,
1769,2017-12-31,,,,,0.0,,,
1770,2018-01-01,,,,,0.0,,,
1771,2018-01-02,319355.0,319409.0,46586.6,55.0,0.0,74.0,44.0,107
1772,2018-01-03,319411.0,319447.0,9928.07,37.0,0.0,45.0,66.0,168
1773,2018-01-04,319451.0,319519.0,216846.76,69.0,0.0,58.0,55.0,149
1774,2018-01-05,319521.0,319607.0,26915.19,87.0,0.0,0.0,51.0,121
1775,2018-01-08,319609.0,319653.0,26135.69,45.0,0.0,51.0,37.0,80
1776,2018-01-09,319655.0,319691.0,399321.15,37.0,0.0,43.0,33.0,87
1777,2018-01-10,319693.0,319743.0,57341.35,51.0,0.0,42.0,37.0,103
1778,2018-01-11,319745.0,319789.0,371778.29,45.0,0.0,34.0,44.0,114
1779,2018-01-12,319791.0,319879.0,20033.86,89.0,0.0,0.0,44.0,115
1780,2018-01-16,319881.0,319941.0,44547.45,61.0,0.0,72.0,43.0,103
1781,2018-01-17,319943.0,319999.0,22387.87,57.0,0.0,49.0,45.0,133
1782,2018-01-18,320001.0,320031.0,13609.32,31.0,0.0,45.0,41.0,108
1783,2018-01-19,320033.0,320061.0,6723.01,29.0,0.0,0.0,40.0,111
1784,2018-01-22,320063.0,320115.0,46088.43,53.0,0.0,60.0,36.0,65
1785,2018-01-23,320117.0,320175.0,48804.3,59.0,0.0,47.0,39.0,97
1786,2018-01-24,320177.0,320249.0,27006.79,73.0,0.0,51.0,48.0,140
1787,2018-01-25,320251.0,320307.0,36679.22,57.0,0.0,58.0,35.0,83
1788,2018-01-26,320309.0,320331.0,10717.7,23.0,0.0,0.0,37.0,117
1789,2018-01-29,320333.0,320399.0,68904.93,67.0,0.0,64.0,34.0,82
1790,2018-01-30,320401.0,320435.0,19821.31,35.0,0.0,46.0,38.0,93
1791,2018-01-31,320437.0,320489.0,26227.65,53.0,0.0,37.0,42.0,91
1792,2018-02-01,320489.0,320533.0,359550.9,45.0,0.0,58.0,40.0,90
1793,2018-02-02,320535.0,320545.0,5358.1,11.0,0.0,0.0,43.0,107
1794,2018-02-05,320547.0,320607.0,31649.77,61.0,0.0,53.0,35.0,80
1795,2018-02-06,320609.0,320667.0,89926.49,59.0,0.0,60.0,53.0,128
1796,2018-02-07,320669.0,320747.0,51588.75,79.0,0.0,46.0,46.0,101
1797,2018-02-08,320749.0,320811.0,15816.76,63.0,0.0,51.0,46.0,108
1798,2018-02-09,320813.0,320827.0,7085.75,15.0,0.0,0.0,55.0,157
1799,2018-02-12,320829.0,320883.0,29827.22,55.0,0.0,50.0,56.0,125
1800,2018-02-13,320885.0,320945.0,72180.28,61.0,0.0,58.0,53.0,122
1801,2018-02-14,320947.0,321013.0,21675.67,67.0,0.0,43.0,40.0,98
1802,2018-02-15,321015.0,321063.0,65754.19,49.0,0.0,46.0,42.0,106
1803,2018-02-16,321065.0,321087.0,222936.82,23.0,0.0,0.0,50.0,134
1804,2018-02-19,,,,,0.0,,,
1805,2018-02-20,321089.0,321145.0,44801.66,57.0,0.0,61.0,45.0,90
1806,2018-02-21,321147.0,321223.0,55730.02,77.0,0.0,39.0,60.0,133
1807,2018-02-22,321225.0,321283.0,31742.03,59.0,0.0,51.0,44.0,104
1808,2018-02-23,321285.0,321293.0,3078.75,9.0,0.0,0.0,44.0,122
1809,2018-02-26,321295.0,321363.0,29350.15,69.0,0.0,49.0,15.0,37
1810,2018-02-27,321365.0,321427.0,57405.58,63.0,0.0,46.0,47.0,101
1811,2018-02-28,321429.0,321505.0,42036.0,77.0,0.0,46.0,58.0,146
1812,2018-03-01,321513.0,321591.0,84124.16,79.0,0.0,61.0,45.0,151
1813,2018-03-02,321593.0,321601.0,1223.55,9.0,0.0,0.0,32.0,85
1814,2018-03-05,321603.0,321659.0,28384.53,57.0,0.0,52.0,20.0,63
1815,2018-03-06,321661.0,321739.0,108001.83,79.0,0.0,55.0,29.0,69
1816,2018-03-07,321741.0,321797.0,41649.85,57.0,0.0,56.0,37.0,93
1817,2018-03-08,321799.0,321853.0,48465.19,55.0,0.0,54.0,53.0,134
1818,2018-03-09,321855.0,321861.0,615.15,7.0,0.0,0.0,44.0,139
1819,2018-03-12,321863.0,321919.0,18285.78,57.0,0.0,59.0,30.0,77
1820,2018-03-13,321921.0,321993.0,453826.96,73.0,0.0,,36.0,83
1821,2018-03-14,321995.0,322055.0,60676.33,61.0,0.0,,35.0,84
1822,2018-03-15,322057.0,322105.0,21566.41,49.0,0.0,,49.0,139
1823,2018-03-16,322107.0,322123.0,1596.54,17.0,0.0,0.0,44.0,120
1824,2018-03-19,322125.0,322173.0,34668.32,49.0,0.0,50.0,40.0,124
1825,2018-03-20,322175.0,322231.0,40730.64,57.0,0.0,52.0,37.0,99
1826,2018-03-21,322233.0,322311.0,184416.27,79.0,0.0,65.0,34.0,76
1827,2018-03-22,322313.0,322373.0,42702.65,61.0,0.0,45.0,42.0,116
1828,2018-03-23,322375.0,322411.0,12964.49,37.0,0.0,0.0,40.0,98
1829,2018-03-26,322413.0,322479.0,102069.07,67.0,0.0,62.0,38.0,90
1830,2018-03-27,322482.0,322532.0,27699.51,51.0,0.0,42.0,38.0,99
1831,2018-03-28,322534.0,322626.0,41080.77,93.0,0.0,52.0,44.0,118
1832,2018-03-29,322628.0,322672.0,14898.49,45.0,0.0,64.0,41.0,81
1833,2018-03-30,322674.0,322712.0,8610.04,39.0,0.0,0.0,40.0,86
1834,2018-04-02,322714.0,322782.0,50436.03,69.0,0.0,62.0,29.0,70
1835,2018-04-03,322786.0,322848.0,133894.78,63.0,0.0,47.0,42.0,96
1836,2018-04-04,322852.0,322926.0,178748.17,75.0,0.0,49.0,33.0,79
1837,2018-04-05,322928.0,322962.0,15237.07,35.0,0.0,41.0,49.0,122
1838,2018-04-06,322964.0,323006.0,27974.95,43.0,0.0,0.0,41.0,116
1839,2018-04-09,323008.0,323078.0,38218.64,71.0,0.0,54.0,34.0,92
1840,2018-04-10,323080.0,323160.0,73006.57,81.0,0.0,54.0,46.0,112
1841,2018-04-11,323162.0,323212.0,21251.47,51.0,0.0,59.0,47.0,125
1842,2018-04-12,323214.0,323276.0,25500.49,63.0,0.0,32.0,57.0,142
1843,2018-04-13,323278.0,323320.0,12658.31,43.0,0.0,0.0,40.0,115
1844,2018-04-16,323322.0,323386.0,61618.28,65.0,0.0,62.0,33.0,87
1845,2018-04-17,323388.0,323448.0,20991.65,61.0,0.0,48.0,48.0,126
1846,2018-04-18,323450.0,323514.0,162361.56,65.0,0.0,52.0,46.0,105
1847,2018-04-19,323516.0,323568.0,66471.69,53.0,0.0,55.0,53.0,120
1848,2018-04-20,323570.0,323616.0,17196.84,47.0,0.0,0.0,35.0,85
1849,2018-04-23,323618.0,323676.0,17037.68,59.0,0.0,44.0,34.0,81
1850,2018-04-24,323678.0,323714.0,24850.41,37.0,0.0,35.0,33.0,78
1851,2018-04-25,323716.0,323754.0,13173.38,39.0,0.0,49.0,41.0,93
1852,2018-04-26,201800001.0,201800041.0,97643.49,41.0,0.0,47.0,66.0,170
1853,2018-04-27,201800042.0,201800048.0,2993.75,7.0,0.0,0.0,32.0,75
1854,2018-04-30,201800049.0,201800091.0,85954.82,43.0,0.0,58.0,22.0,56
1855,2018-05-01,201800092.0,201800116.0,49635.15,25.0,0.0,42.0,36.0,72
1856,2018-05-02,201800117.0,201800139.0,84225.79,23.0,0.0,34.0,42.0,106
1857,2018-05-03,201800140.0,201800160.0,22873.86,21.0,0.0,43.0,27.0,63
1858,2018-05-04,201800161.0,201800178.0,13328.13,18.0,0.0,0.0,43.0,109
1859,2018-05-07,201800179.0,201800212.0,48889.36,34.0,0.0,46.0,34.0,63
1860,2018-05-08,201800213.0,201800243.0,24892.45,31.0,0.0,45.0,52.0,124
1861,2018-05-09,201800244.0,201800261.0,12466.46,18.0,0.0,41.0,44.0,108
1862,2018-05-10,201800262.0,201800289.0,35984.57,28.0,0.0,49.0,39.0,94
1863,2018-05-11,201800290.0,201800305.0,24632.08,16.0,0.0,0.0,49.0,106
1864,2018-05-14,201800306.0,201800339.0,81596.6,34.0,0.0,62.0,32.0,87
1865,2018-05-15,201800340.0,201800368.0,427226.72,29.0,0.0,56.0,38.0,90
1866,2018-05-16,201800369.0,201800390.0,28783.44,22.0,0.0,41.0,35.0,85
1867,2018-05-17,201800391.0,201800419.0,26691.93,29.0,0.0,47.0,40.0,100
1868,2018-05-18,201800420.0,201800428.0,2039.75,9.0,0.0,0.0,45.0,133
1869,2018-05-21,201800429.0,201800464.0,2389410.94,36.0,0.0,76.0,33.0,77
1870,2018-05-22,201800465.0,201800492.0,26167.83,28.0,0.0,39.0,42.0,123
1871,2018-05-23,201800493.0,201800515.0,35053.27,23.0,0.0,57.0,62.0,159
1872,2018-05-24,201800516.0,201800546.0,33502.0,31.0,0.0,48.0,53.0,117
1873,2018-05-25,201800547.0,201800569.0,15322.34,23.0,0.0,0.0,58.0,157
1874,2018-05-28,,,,,0.0,0.0,0.0,0
1875,2018-05-29,201800570.0,201800609.0,86033.45,40.0,0.0,76.0,31.0,78
1876,2018-05-30,201800610.0,201800653.0,65550.2,44.0,0.0,55.0,64.0,156
1877,2018-05-31,201800654.0,201800682.0,35678.97,29.0,0.0,61.0,58.0,144
1878,2018-06-01,201800683.0,201800699.0,1461.79,17.0,0.0,0.0,71.0,205
1879,2018-06-04,201800700.0,201800725.0,23425.1,26.0,0.0,52.0,42.0,132
1880,2018-06-05,201800726.0,201800756.0,38369.27,31.0,0.0,51.0,69.0,173
1881,2018-06-06,201800757.0,201800786.0,67373.81,30.0,0.0,56.0,51.0,135
1882,2018-06-07,201800787.0,201800819.0,47056.48,33.0,0.0,55.0,67.0,163
1883,2018-06-08,201800820.0,201800836.0,3871.94,17.0,0.0,0.0,61.0,168
1884,2018-06-11,201800837.0,201800855.0,24151.81,19.0,0.0,60.0,38.0,116
1885,2018-06-12,201800856.0,201800910.0,63566.83,55.0,0.0,51.0,38.0,101
1886,2018-06-13,201800911.0,201800929.0,53566.29,19.0,0.0,56.0,58.0,132
1887,2018-06-14,201800930.0,201800957.0,32283.56,28.0,0.0,54.0,63.0,182
1888,2018-06-15,201800958.0,201800959.0,690.0,2.0,0.0,0.0,56.0,149
1889,2018-06-17,,,,,0.0,,,
1890,2018-06-18,201800960.0,201800986.0,29984.42,27.0,0.0,49.0,40.0,88
1891,2018-06-19,201800987.0,201801013.0,25036.53,27.0,0.0,40.0,59.0,139
1892,2018-06-20,201801014.0,201801036.0,28112.86,23.0,0.0,65.0,75.0,213
1893,2018-06-21,201801037.0,201801079.0,61188.86,43.0,0.0,40.0,65.0,175
1894,2018-06-22,201801080.0,201801106.0,13545.78,27.0,0.0,0.0,63.0,176
1895,2018-06-25,201801107.0,201801134.0,22129.78,28.0,0.0,50.0,59.0,158
1896,2018-06-26,201801135.0,201801159.0,64174.92,25.0,0.0,57.0,58.0,152
1897,2018-06-27,201801160.0,201801185.0,74206.81,26.0,0.0,53.0,71.0,183
1898,2018-06-28,201801187.0,201801215.0,42927.45,29.0,0.0,63.0,72.0,197
1899,2018-06-29,201801216.0,201801236.0,22934.35,21.0,0.0,0.0,62.0,149
1900,2018-07-02,201801238.0,201801261.0,69020.37,24.0,0.0,54.0,38.0,90
1901,2018-07-03,201801262.0,201801289.0,28443.93,28.0,0.0,46.0,57.0,179
1902,2018-07-04,,,,,0.0,,,
1903,2018-07-05,201801290.0,201801333.0,88297.49,44.0,0.0,45.0,47.0,125
1904,2018-07-06,201801334.0,201801346.0,4177.31,13.0,0.0,0.0,54.0,149
1905,2018-07-09,201801347.0,201801390.0,83946.77,44.0,0.0,64.0,46.0,118
1906,2018-07-10,201801391.0,201801414.0,17210.52,24.0,0.0,45.0,73.0,179
1907,2018-07-11,,,,,0.0,52.0,62.0,143
1908,2018-07-12,,,,,0.0,,73.0,180
1909,2018-07-13,,,,,0.0,,56.0,164
1910,2018-07-16,,,,,0.0,,48.0,133
1911,2018-07-17,,,,,0.0,40.0,71.0,200
1912,2018-07-18,,,,,0.0,53.0,60.0,173
1913,2018-07-19,201801548.0,201801576.0,61005.19,29.0,0.0,47.0,63.0,178
1914,2018-07-20,201801577.0,201801602.0,6086.16,26.0,0.0,0.0,55.0,155
1915,2018-07-23,201801603.0,201801630.0,33457.42,28.0,0.0,54.0,46.0,119
1916,2018-07-24,201801632.0,201801657.0,23752.19,26.0,0.0,46.0,55.0,137
1917,2018-07-25,201801658.0,201801684.0,35523.63,27.0,0.0,60.0,79.0,207
1918,2018-07-26,201801685.0,201801720.0,38493.9,36.0,0.0,26.0,48.0,148
1919,2018-07-27,201801721.0,201801721.0,455.47,1.0,0.0,0.0,63.0,179
1920,2018-07-30,201801722.0,201801765.0,56069.92,44.0,0.0,72.0,44.0,135
1921,2018-07-31,201801766.0,201801811.0,24787.42,46.0,0.0,57.0,63.0,164
1922,2018-08-01,201801812.0,201801842.0,292057.81,31.0,0.0,50.0,68.0,192
1923,2018-08-02,201801843.0,201801861.0,22927.22,19.0,0.0,60.0,65.0,213
1924,2018-08-03,201801862.0,201801883.0,8871.31,22.0,0.0,0.0,56.0,153
1925,2018-08-06,201801884.0,201801945.0,86053.39,62.0,0.0,60.0,51.0,116
1926,2018-08-07,201801946.0,201801988.0,32580.02,43.0,0.0,54.0,52.0,111
1927,2018-08-08,201801989.0,201802007.0,15646.66,19.0,0.0,47.0,59.0,149
1928,2018-08-09,201802008.0,201802049.0,80738.52,42.0,0.0,65.0,53.0,127
1929,2018-08-10,201802050.0,201802072.0,12034.85,23.0,0.0,0.0,65.0,141
1930,2018-08-13,201802073.0,201802109.0,77959.92,37.0,0.0,54.0,35.0,89
1931,2018-08-14,201802110.0,201802141.0,51086.42,32.0,0.0,34.0,49.0,124
1932,2018-08-15,201802142.0,201802168.0,24747.95,27.0,0.0,49.0,55.0,142
1933,2018-08-16,201802169.0,201802218.0,333027.69,50.0,0.0,58.0,60.0,193
